0 -9.7578196e-19 0.21929252 0.31192458 0.69 
0.0049999999 1.771811 0.21423167 0.31752953 0.69 
0.0099999998 3.4629705 0.20924184 0.32335651 0.69 
0.015 5.0727749 0.20433149 0.3293879 0.69 
0.02 6.6017628 0.19950677 0.33560574 0.69 
0.025 8.0513449 0.19477208 0.34199214 0.69 
0.029999999 9.423522 0.19013037 0.3485294 0.69 
0.035 10.720669 0.18558346 0.35520032 0.69 
0.039999999 11.945374 0.18113236 0.36198831 0.69 
0.045000002 13.100327 0.17677741 0.36887735 0.69 
0.050000001 14.188232 0.17251839 0.3758522 0.69 
0.055 15.21175 0.16835473 0.38289833 0.69 
0.059999999 16.173456 0.16428553 0.39000195 0.69 
0.064999998 17.075821 0.16030967 0.39715007 0.69 
0.07 17.921186 0.15642585 0.40433037 0.69 
0.075000003 18.711756 0.15263264 0.41153136 0.69 
0.079999998 19.449602 0.14892851 0.41874212 0.69 
0.085000001 20.136654 0.14531183 0.42595249 0.69 
0.090000004 20.77471 0.141781 0.43315291 0.69 
0.094999999 21.365437 0.1383343 0.4403345 0.69 
0.1 21.910378 0.13497004 0.44748893 0.69 
0.105 22.410967 0.13168649 0.45460838 0.69 
0.11 22.868521 0.12848198 0.46168563 0.69 
0.115 23.284266 0.12535477 0.46871397 0.69 
0.12 23.65933 0.12230318 0.47568709 0.69 
0.125 23.994766 0.11932555 0.48259923 0.69 
0.13 24.291542 0.1164202 0.48944494 0.69 
0.13500001 24.550566 0.11358553 0.49621931 0.69 
0.14 24.77268 0.11081991 0.50291771 0.69 
0.145 24.958677 0.10812178 0.50953591 0.69 
0.15000001 25.109304 0.10548959 0.51606995 0.69 
0.155 25.225266 0.10292181 0.52251637 0.69 
0.16 25.307232 0.10041694 0.52887183 0.69 
0.16500001 25.355844 0.09797354 0.53513342 0.69 
0.17 25.371721 0.095590167 0.54129833 0.69 
0.175 25.355465 0.093265429 0.54736418 0.69 
0.18000001 25.307659 0.090997949 0.55332881 0.69 
0.185 25.228876 0.088786393 0.55919021 0.69 
0.19 25.11969 0.086629458 0.56494665 0.69 
0.19499999 24.980659 0.084525853 0.57059658 0.69 
0.2 24.812349 0.082474343 0.57613862 0.69 
0.205 24.615328 0.080473706 0.5815717 0.69 
0.20999999 24.390163 0.078522757 0.58689481 0.69 
0.215 24.13743 0.076620325 0.59210718 0.69 
0.22 23.857714 0.074765295 0.59720808 0.69 
0.22499999 23.551605 0.072956547 0.60219705 0.69 
0.23 23.219706 0.071193025 0.60707372 0.69 
0.235 22.862629 0.069473676 0.61183786 0.69 
0.23999999 22.480999 0.067797482 0.61648941 0.69 
0.245 22.075451 0.066163443 0.6210283 0.69 
0.25 21.646633 0.064570606 0.62545472 0.69 
0.255 21.195202 0.063018024 0.62976885 0.69 
0.25999999 20.72183 0.061504778 0.6339711 0.69 
0.26499999 20.227196 0.060029987 0.63806176 0.69 
0.27000001 19.711992 0.058592789 0.64204144 0.69 
0.27500001 19.176916 0.057192344 0.64591068 0.69 
0.28 18.622679 0.055827834 0.64967006 0.69 
0.285 18.049994 0.054498471 0.65332043 0.69 
0.28999999 17.459585 0.05320349 0.6568625 0.69 
0.29499999 16.85218 0.051942144 0.6602971 0.69 
0.30000001 16.22851 0.050713714 0.66362518 0.69 
0.30500001 15.589312 0.049517505 0.66684759 0.69 
0.31 14.935319 0.048352845 0.66996545 0.69 
0.315 14.267271 0.047219072 0.67297965 0.69 
0.31999999 13.585901 0.046115566 0.6758914 0.69 
0.32499999 12.891946 0.04504171 0.6787017 0.69 
0.33000001 12.186132 0.043996923 0.68141174 0.69 
0.33500001 11.469189 0.042980634 0.68402267 0.69 
0.34 10.741831 0.041992303 0.6865356 0.69 
0.345 10.004773 0.041031398 0.68895185 0.69 
0.34999999 9.2587175 0.040097423 0.69127256 0.69 
0.35499999 8.5043592 0.039189894 0.69349903 0.69 
0.36000001 7.7423797 0.038308341 0.69563252 0.69 
0.36500001 6.9734516 0.037452321 0.69767421 0.69 
0.37 6.1982331 0.036621418 0.69962549 0.69 
0.375 5.4173694 0.03581522 0.7014876 0.69 
0.38 4.6314917 0.035033341 0.70326179 0.69 
0.38499999 3.8412147 0.034275413 0.70494944 0.69 
0.38999999 3.0471389 0.033541091 0.70655179 0.69 
0.39500001 2.2498469 0.032830041 0.70807016 0.69 
0.40000001 1.4499049 0.032141946 0.70950586 0.69 
0.405 0.647861 0.031476516 0.71086013 0.69 
0.41 -0.15575454 0.030833468 0.71213442 0.69 
0.41499999 -0.96043009 0.030212542 0.71332991 0.69 
