1 1 0 1 3.70156 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 0 1.02 3.70156 0 0 0 0 0 0 0 0.747711 0 0.747711 0 0.747711 0 
1 1 0 1.04 3.70156 0 -0 0 0 -0 0 0 0.807461 0 0.807461 0 0.807461 0 
1 1 0 1.08 3.70156 0 0 0 -0 0 0 -0 0.933657 0 0.933657 0 0.933657 0 
1 1 0 1.09863 3.70156 0 -0 0 -0 -0 0 -0 0.995389 0 0.995389 0 0.995389 0 
2 1 0 1.14863 3.70156 0 0 0 0 0 0 0 1.16993 0 1.16993 0 1.16993 0 
2 1 0 1.19863 3.70156 0 0 0 -0 0 0 -0 1.35666 0 1.35666 0 1.35666 0 
2 1 0 1.24863 3.70156 0 0 0 -0 0 0 -0 1.55465 0 1.55465 0 1.55465 0 
2 1 0 1.29863 3.70156 0 -0 0 -0 -0 0 -0 1.76295 0 1.76295 0 1.76295 0 
2 1 0 1.34863 3.70156 0 -0 0 0 -0 0 0 1.9806 0 1.9806 0 1.9806 0 
2 1 0 1.39863 3.70156 0 -0 0 0 -0 0 0 2.20668 0 2.20668 0 2.20668 0 
2 1 0 1.44863 3.70156 0 0 0 0 0 0 0 2.44029 0 2.44029 0 2.44029 0 
2 1 0 1.49863 3.70156 0 -0 0 -0 -0 0 -0 2.68057 0 2.68057 0 2.68057 0 
2 1 0 1.54863 3.70156 0 -0 0 -0 -0 0 -0 2.9267 0 2.9267 0 2.9267 0 
2 1 0 1.59863 3.70156 0 0 0 0 0 0 0 3.17793 0 3.17793 0 3.17793 0 
2 1 0 1.64863 3.70156 0 -0 0 -0 -0 0 -0 3.43352 0 3.43352 0 3.43352 0 
2 1 0 1.69863 3.70156 0 0 0 -0 0 0 -0 3.69282 0 3.69282 0 3.69282 0 
2 1 0 1.74863 3.70156 0 -0 0 0 -0 0 0 3.9552 0 3.9552 0 3.9552 0 
2 1 0 1.79863 3.70156 0 -0 0 -0 -0 0 -0 4.22009 0 4.22009 0 4.22009 0 
2 1 0 1.84863 3.70156 0 0 0 0 0 0 0 4.48695 0 4.48695 0 4.48695 0 
2 1 0 1.89863 3.70156 0 0 0 0 0 0 0 4.7553 0 4.7553 0 4.7553 0 
2 1 0 1.94863 3.70156 0 -0 0 0 -0 0 0 5.02471 0 5.02471 0 5.02471 0 
2 1 0 1.99863 3.70156 0 -0 0 -0 -0 0 -0 5.29476 0 5.29476 0 5.29476 0 
2 1 0 2.04863 3.70156 0 -0 0 -0 -0 0 -0 5.56508 0 5.56508 0 5.56508 0 
2 1 0 2.04863 3.70156 0 -0 0 -0 -0 0 -0 5.56508 0 5.56508 0 5.56508 0 
2 1 0 2.04863 3.70156 0 -0 0 -0 -0 0 -0 5.56508 0 5.56508 0 5.56508 0 
2 1 0 2.04863 3.70156 0 -0 0 -0 -0 0 -0 5.56508 0 5.56508 0 5.56508 0 
