0 -3.0222136e-18 0.6070112 0.20427768 0.83530819 0.16291155 0.12188274 0.40907308 14.51568 0 
0.001 1.0221795 0.61378771 0.20558937 0.83198845 0.16307056 0.12361576 0.40930694 14.670005 0 
0.0020000001 2.0502112 0.62057436 0.20692532 0.82867938 0.16323832 0.12534884 0.40953875 14.825245 0 
0.003 3.083281 0.62736672 0.20828556 0.8253814 0.16341528 0.12708049 0.40976849 14.981282 0 
0.0040000002 4.1205344 0.63416058 0.20967004 0.82209486 0.16360199 0.12880984 0.40999615 15.137991 0 
0.0049999999 5.1610808 0.64095151 0.21107872 0.81882 0.16379897 0.13053636 0.41022176 15.29524 0 
0.0060000001 6.2039938 0.64773524 0.21251152 0.815557 0.16400677 0.13225974 0.41044524 15.452895 0 
0.0070000002 7.2483172 0.65450728 0.21396838 0.81230617 0.16422598 0.13397977 0.41066667 15.610814 0 
0.0080000004 8.293067 0.66126341 0.21544912 0.80906749 0.16445717 0.13569637 0.41088599 15.768852 0 
0.0089999996 9.3372335 0.66799921 0.21695361 0.80584115 0.164701 0.13740946 0.41110322 15.926861 0 
0.0099999998 10.379788 0.67471039 0.21848166 0.80262709 0.16495809 0.13911903 0.41131836 16.084688 0 
0.011 11.419688 0.68139273 0.22003308 0.79942554 0.1652291 0.14082503 0.41153142 16.242184 0 
0.012 12.455876 0.68804193 0.2216076 0.79623634 0.16551471 0.14252748 0.41174239 16.399185 0 
0.013 13.487291 0.69465375 0.22320496 0.79305965 0.16581559 0.14422637 0.4119513 16.555542 0 
0.014 14.512868 0.70122421 0.22482488 0.78989536 0.16613247 0.14592171 0.41215816 16.711094 0 
0.015 15.531546 0.70774919 0.22646701 0.78674352 0.16646604 0.14761348 0.41236296 16.865683 0 
0.016000001 16.542271 0.7142247 0.22813104 0.78360409 0.16681704 0.14930172 0.41256574 17.019154 0 
0.017000001 17.544001 0.72064698 0.22981657 0.78047711 0.16718617 0.15098642 0.41276649 17.171352 0 
0.017999999 18.535715 0.7270121 0.2315232 0.77736247 0.16757418 0.15266758 0.41296524 17.322128 0 
0.018999999 19.516413 0.7333166 0.23325051 0.77426016 0.16798177 0.15434521 0.41316202 17.471331 0 
0.02 20.485117 0.73955679 0.23499806 0.77117014 0.16840966 0.15601933 0.41335684 17.618816 0 
0.021 21.440889 0.74572945 0.23676537 0.76809239 0.16885856 0.15768993 0.41354975 17.764444 0 
0.022 22.38282 0.75183123 0.23855194 0.76502687 0.16932914 0.15935703 0.41374075 17.908079 0 
0.023 23.310045 0.75785911 0.24035728 0.76197356 0.16982208 0.16102064 0.41392988 18.049591 0 
0.024 24.221739 0.76381016 0.24218085 0.75893235 0.17033803 0.16268075 0.41411719 18.18886 0 
0.025 25.117126 0.76968157 0.2440221 0.7559033 0.17087759 0.16433738 0.41430268 18.325766 0 
0.026000001 25.99548 0.77547079 0.24588047 0.7528863 0.17144136 0.16599053 0.41448638 18.460203 0 
0.027000001 26.856125 0.78117543 0.24775538 0.74988127 0.17202987 0.16764022 0.41466832 18.592068 0 
0.028000001 27.698441 0.78679329 0.24964625 0.74688822 0.17264362 0.16928644 0.4148486 18.721268 0 
0.028999999 28.521864 0.79232234 0.25155246 0.74390709 0.17328307 0.17092922 0.41502717 18.847717 0 
0.029999999 29.32589 0.79776067 0.25347343 0.74093789 0.17394863 0.17256854 0.41520414 18.971342 0 
0.030999999 30.110067 0.80310661 0.25540853 0.73798048 0.17464067 0.17420444 0.41537949 19.092072 0 
0.032000002 30.874008 0.80835879 0.25735715 0.73503488 0.17535947 0.17583689 0.41555333 19.209848 0 
0.033 31.617384 0.81351578 0.25931865 0.73210102 0.17610528 0.17746592 0.41572565 19.324621 0 
0.034000002 32.339924 0.81857663 0.2612924 0.72917885 0.17687827 0.17909153 0.41589648 19.436346 0 
0.035 33.041416 0.82354033 0.2632778 0.72626829 0.17767859 0.18071374 0.4160659 19.544992 0 
0.035999998 33.721699 0.82840621 0.2652742 0.72336942 0.17850626 0.18233255 0.41623393 19.650536 0 
0.037 34.38068 0.83317363 0.267281 0.72048205 0.17936128 0.18394795 0.41640061 19.752956 0 
0.037999999 35.018307 0.83784229 0.26929751 0.71760625 0.1802436 0.18555996 0.41656601 19.852247 0 
0.039000001 35.634586 0.84241188 0.2713232 0.71474183 0.18115304 0.1871686 0.41673014 19.948408 0 
0.039999999 36.229572 0.8468824 0.27335742 0.71188891 0.18208945 0.18877386 0.41689306 20.041443 0 
0.041000001 36.803371 0.85125393 0.27539954 0.70904738 0.18305252 0.19037575 0.4170548 20.131369 0 
0.041999999 37.356129 0.85552669 0.27744901 0.70621711 0.18404198 0.19197428 0.41721544 20.218203 0 
0.043000001 37.888031 0.85970104 0.27950525 0.70339823 0.1850574 0.19356945 0.41737497 20.301971 0 
0.044 38.399303 0.86377752 0.28156766 0.70059055 0.18609838 0.19516128 0.41753346 20.382708 0 
0.045000002 38.890217 0.86775678 0.28363568 0.69779402 0.18716441 0.19674978 0.41769096 20.460449 0 
0.046 39.361069 0.87163955 0.28570876 0.6950087 0.18825495 0.19833495 0.41784748 20.535238 0 
0.046999998 39.812176 0.87542671 0.28778633 0.69223452 0.18936944 0.19991678 0.41800308 20.607121 0 
0.048 40.243904 0.87911922 0.28986794 0.68947136 0.19050725 0.20149529 0.41815779 20.676147 0 
0.048999999 40.656624 0.88271809 0.29195303 0.68671924 0.19166769 0.20307051 0.41831166 20.742374 0 
0.050000001 41.050735 0.88622451 0.2940411 0.68397814 0.19285008 0.2046424 0.41846472 20.805861 0 
