0.000000000000000000e+00 3.939690381202804303e+01
6.103701895199438454e-04 3.940358881301665406e+01
1.220740379039887691e-03 3.941027381398211560e+01
1.831110568559831536e-03 3.941695805466991942e+01
2.441480758079775382e-03 3.942363634135461581e+01
3.051850947599719227e-03 3.943030851222356858e+01
3.662221137119663072e-03 3.943697437374873971e+01
4.272591326639606918e-03 3.944363382779245342e+01
4.882961516159550763e-03 3.945028661479482679e+01
5.493331705679494609e-03 3.945693260357946031e+01
6.103701895199438454e-03 3.946357163159932924e+01
6.714072084719382300e-03 3.947020345007727826e+01
7.324442274239326145e-03 3.947682794666678774e+01
7.934812463759269990e-03 3.948344486085398586e+01
8.545182653279213836e-03 3.949005402261104081e+01
9.155552842799157681e-03 3.949665528208942789e+01
9.765923032319101527e-03 3.950324835897477271e+01
1.037629322183904537e-02 3.950983314437845451e+01
1.098666341135898922e-02 3.951640941793798589e+01
1.159703360087893306e-02 3.952297701966137566e+01
1.220740379039887691e-02 3.952953585002020276e+01
1.281777397991882075e-02 3.953608572010818278e+01
1.342814416943876460e-02 3.954262659494256837e+01
1.403851435895870844e-02 3.954915841475862237e+01
1.464888454847865229e-02 3.955568122753575011e+01
1.525925473799859614e-02 3.956219507236269095e+01
1.586962492751853998e-02 3.956870022631007089e+01
1.647999511703848383e-02 3.957519695427678386e+01
1.709036530655842767e-02 3.958168561503315885e+01
1.770073549607837152e-02 3.958816704864365477e+01
1.831110568559831536e-02 3.959464172873965992e+01
1.892147587511825921e-02 3.960111106759850941e+01
1.953184606463820305e-02 3.960757629672915670e+01
2.014221625415814690e-02 3.961403860082122463e+01
2.075258644367809074e-02 3.962050089500985450e+01
2.136295663319803459e-02 3.962696464381490813e+01
2.197332682271797843e-02 3.963343325116968430e+01
2.258369701223792228e-02 3.963991006190958899e+01
2.319406720175786613e-02 3.964639735623162409e+01
2.380443739127780997e-02 3.965290165015187540e+01
2.441480758079775382e-02 3.965942572909617070e+01
2.502517777031769766e-02 3.966597492930708313e+01
2.563554795983764151e-02 3.967255499843405175e+01
2.624591814935758535e-02 3.967916899778496997e+01
2.685628833887752920e-02 3.968582509371952227e+01
2.746665852839747304e-02 3.969252644903455263e+01
2.807702871791741689e-02 3.969927775095080591e+01
2.868739890743736073e-02 3.970608392670401088e+01
2.929776909695730458e-02 3.971294705284569915e+01
2.990813928647724843e-02 3.971987100034440488e+01
3.051850947599719227e-02 3.972685677508641788e+01
3.112887966551713612e-02 3.973390543301861300e+01
3.173924985503707996e-02 3.974101667854247921e+01
3.234962004455702034e-02 3.974818992818706676e+01
3.295999023407696765e-02 3.975542319791286161e+01
3.357036042359691497e-02 3.976271405817558247e+01
3.418073061311685534e-02 3.977006069688301437e+01
3.479110080263679572e-02 3.977745803047837114e+01
3.540147099215674303e-02 3.978490389014555717e+01
3.601184118167669035e-02 3.979239396799619044e+01
3.662221137119663072e-02 3.979992408699082063e+01
3.723258156071657110e-02 3.980749195245861927e+01
